video_id,author,date,comments,likeCount,is_reply
hf38m38j170,@DividendsandIncome,2021-10-30T17:22:43Z,Get EXCLUSIVE access to Jason’s 6-Figure Stock Portfolio and receive alerts whenever he BUYS or SELLS a stock!: http://www.patreon.com/JasonFieber,5,FALSE
hf38m38j170,@dt8787,2021-11-15T00:25:27Z,Would like to add these positions. I only have JNJ now. Is it a good time to invest now or is the market overheated? Should I wait for a pullback?,0,FALSE
hf38m38j170,@serenediversity,2021-11-08T08:00:19Z,I would add SHOP and TSLA to it.,0,FALSE
hf38m38j170,@nancydennis2513,2021-11-05T19:50:13Z,"I own all five, but I do think that most people could have guessed these five quite easily. Sorry, but was hoping to learn something new. Every investment you tube video shows the same 5 companies. If you are an investor, I think you should know these 5 companies very well, and then some.",0,FALSE
hf38m38j170,@Zealand007,2021-11-05T07:48:50Z,what about Visa stock?,1,FALSE
hf38m38j170,@antoniumsolutions1791,2021-11-03T17:36:28Z,What do you think about CSCO?,1,FALSE
hf38m38j170,@feefees9796,2021-11-05T11:14:38Z,good question,0,TRUE
hf38m38j170,@antoniumsolutions1791,2021-11-06T13:49:27Z,@Annie Kurt Please clarify how your comment applies to the original question.,0,TRUE
hf38m38j170,@troythomaspfi612,2021-11-03T16:47:02Z,"Yep, I have all 5 of these in my portfolio, as well.  While talking about Procter & Gamble, did you really mean to say ""eat soap and toothpaste""? I even jumped back to make sure that is what I heard.",2,FALSE
hf38m38j170,@feefees9796,2021-11-05T11:12:31Z,lolololkmsl,0,TRUE
hf38m38j170,@ilovedca6873,2021-11-03T15:02:25Z,Own Msft shares and no way i don't sell them 😉,1,FALSE
hf38m38j170,@cliffordhussey8549,2021-11-03T11:01:48Z,"I own Apple, Microsoft, Pfizer, Tesla, Kroger and Realty Income as my long term base but love your five picks and may add Johnson and Pepsi.  You are a role model for this 83 y/o man.  God bless.",8,FALSE
hf38m38j170,@pteromalid,2021-11-03T09:36:37Z,"3/5.  I went with KO and KMB instead of PEP and PG.  Your choices have more diversified products,and probably more reliable.  I think I went for slightly higher dividend payments (I'm an older investor that started late)..  Solid list!  Thank you!",0,FALSE
hf38m38j170,@wai25wj,2021-11-08T01:37:34Z,KMB doesn’t perform well this year .,0,TRUE
hf38m38j170,@emoney822,2021-11-03T05:02:57Z,$GTEH $GGII,0,FALSE
hf38m38j170,@jaylenbrownfan2112,2021-11-03T00:00:39Z,16 downvoters are not passive investors.,1,FALSE
hf38m38j170,@intothekey,2021-11-02T22:11:32Z,I really wish that at least one of these companies wasn't evil 😅,3,FALSE
hf38m38j170,@feefees9796,2021-11-05T11:13:03Z,same here. investing to help them continue being evil,1,TRUE
hf38m38j170,@arigutman,2021-11-02T15:54:52Z,"Fantastic video, and I agree with you, all five of the stocks mentioned are stocks to BUY and HOLD forever. Surely, they will not be disappearing any time soon. Johnson and Johnson (JNJ) has been beaten down recently and I have been going in on it picking up shares at what I find to be a great price. Of course you also mentioned Pepsi (PEP), another stock I cannot stop talking about recently and will soon, at the right price, begin a position with them.. AAPL over Microsoft, but still a heck of a play.. Thank you, Jason!",2,FALSE
hf38m38j170,@jamesbainton,2021-11-02T13:36:46Z,"I started buying MSFT at $184.  I thought it was overvalued then and that it couldn't go higher.  I now have a cost basis of $209, and my only regret is not buying more.",3,FALSE
hf38m38j170,@kfordham281,2021-11-01T15:52:59Z,Own all 5! Great companies and I look forward to seeing them all flourish.,6,FALSE
hf38m38j170,@dansouth2088,2021-10-31T21:56:54Z,"All are grossly overvalued.  If you bought them years ago, yes that's all wonderful and you hit home runs.  Buying today, not so much.",2,FALSE
hf38m38j170,@Zealand007,2021-11-05T07:47:40Z,"not really, Fiat money has no cap,means Govts will keep print money as population ,needs,grow, so does price.",1,TRUE
hf38m38j170,@dansouth2088,2021-11-05T23:09:29Z,@@Zealand007 - Utter nonsense.  Manias do go on longer than most expect.  When this one ends it will be quite the fireworks show.  Can't wait.,1,TRUE
hf38m38j170,@NickyProfits,2021-10-31T20:51:57Z,How about O (my personal fav with major upside),0,FALSE
hf38m38j170,@janosik150,2021-10-31T19:30:33Z,"Yes but people buy apple because of good camera...but camera has a limit and they will never install teleskop to phone....I mean it will not get far , because there will be point where you will not be able to improve it anymore nor nessesary to make it better then it is now actually...still Apple is good day for long time...",0,FALSE
hf38m38j170,@jacklin7097,2021-10-31T18:03:19Z,04-May,0,FALSE
